Ball,Ball Number,Bowler,Batsman,Runs,is_wicket,bowler_good,Description,match_id,city,total_runs,over,ball_in_over,continuous_ball_index,overs_bowled,overs_completed,balls_in_current_over,actual_over_ball,is_original_ball_number,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand
45,7.3,Chahar,Samson,4,False,0,"good length ball on fourth stump, not much width but somehow still created enough room to sauté this behind point to the rope.",8,Guwahati,167,7,3,104,17.5,17,3,17.3,True,9.542857142857143,20,198,31,2.5,12.4,6,4
46,7.4,Chahar,Samson,1,False,0,"full on middle, heaves this to deep midwicket along the ground for one.",8,Guwahati,168,7,4,105,17.666666666666668,17,4,17.4,True,9.50943396226415,20,198,30,2.333333333333332,12.857142857142863,6,4
47,7.5,Chahar,Padikkal,0,False,1,"good length ball on leg stump, goes to flick through midwicket and a googly clips a leading edge to backward point for none.",8,Guwahati,168,7,5,106,17.833333333333332,17,5,17.5,True,9.420560747663552,20,198,30,2.166666666666668,13.846153846153838,6,4
48,7.6,Chahar,Padikkal,1,False,0,"low full toss at shin height outside leg stump, flicked to wide long-on for one.",8,Guwahati,169,7,6,107,18.0,17,6,17.6,True,9.38888888888889,20,198,29,2.0,14.5,6,4
49,8.1,Raza,Padikkal,1,False,0,"full and wide, sliced through the off side for one.",8,Guwahati,170,8,1,108,18.166666666666668,18,1,18.1,True,9.357798165137615,20,198,28,1.8333333333333321,15.272727272727282,6,4
50,8.2,Raza,Samson,1,False,0,full and flicked away down the ground for one.,8,Guwahati,171,8,2,109,18.333333333333332,18,2,18.2,True,9.327272727272728,20,198,27,1.6666666666666679,16.19999999999999,6,4
51,8.3,Raza,Padikkal,0,False,1,"full on fourth stump, driven to extra cover for none.",8,Guwahati,171,8,3,110,18.5,18,3,18.3,True,9.243243243243244,20,198,27,1.5,18.0,6,4
52,8.4,Raza,Padikkal,1,False,0,"full on off, flicked through midwicket for one.",8,Guwahati,172,8,4,111,18.666666666666668,18,4,18.4,True,9.214285714285714,20,198,26,1.3333333333333321,19.500000000000018,6,4
53,8.5,Raza,Samson,1,False,0,"good length ball on leg stump, tapped into vacant midwicket and chased down by Raza to keep it to one.",8,Guwahati,173,8,5,112,18.833333333333332,18,5,18.5,True,9.185840707964603,20,198,25,1.1666666666666679,21.428571428571406,6,4
54,8.6,Raza,Padikkal,1,False,0,"low full toss on middle, flicked through deep midwicket for one.",8,Guwahati,174,8,6,113,19.0,18,6,18.6,True,9.157894736842104,20,198,24,1.0,24.0,6,4
55,9.1,Chahar,Padikkal,1,False,0,"short and wide, slapped to the cover sweeper for one.",8,Guwahati,175,9,1,114,19.166666666666668,19,1,19.1,True,9.130434782608695,20,198,23,0.8333333333333321,27.60000000000004,6,4
56,9.2,Chahar,Samson,2,False,0,"length ball on the legs, flicked to deep midwicket for two.",8,Guwahati,177,9,2,115,19.333333333333332,19,2,19.2,True,9.155172413793103,20,198,21,0.6666666666666679,31.499999999999943,6,4
57,9.3,Chahar,Samson,1,False,0,"full on middle, heaved to deep midwicket for one.",8,Guwahati,178,9,3,116,19.5,19,3,19.3,True,9.128205128205128,20,198,20,0.5,40.0,6,4
58,9.4,Chahar,Padikkal,1,False,0,"short and wide, cut to the cover sweeper for one.",8,Guwahati,179,9,4,117,19.666666666666668,19,4,19.4,True,9.101694915254237,20,198,19,0.33333333333333215,57.000000000000206,6,4
59,9.5,Chahar,Samson,2,False,0,"shorter and wider, cuts to the sweeper for the right-hander for one.",8,Guwahati,181,9,5,118,19.833333333333332,19,5,19.5,True,9.126050420168069,20,198,17,0.16666666666666785,101.99999999999928,6,4
60,9.6,Chahar,Samson,1,False,0,"back of a length on the legs, chipped softly into midwicket for one.",8,Guwahati,182,9,6,119,20.0,19,6,19.6,True,9.1,20,198,16,0.0,inf,6,4
