pair_id,bowler,batsman,balls_faced,Runs,is_wicket
3379,Kumar Kartikeya,Jos Buttler,11,7,0
3380,Kumar Kartikeya,Nitish Rana,6,17,0
3381,Kumar Kartikeya,Sai Sudharsan,5,5,0
3382,Kumar Kartikeya,Sanju Samson,1,0,1
3383,Kumar Kartikeya,Shreyas Iyer,2,1,0
3384,Kumar Kartikeya,Shubman Gill,14,21,1
3385,Kumar Kartikeya,Venkatesh Iyer,4,12,1
3386,Kumar Kartikeya,Vijay Shankar,8,13,0
3387,Kyle Abbott,Ajinkya Rahane,4,5,0
3388,Kyle Abbott,Saurabh Tiwary,4,2,0
3389,Kyle Abbott,Thisara Perera,6,16,0
3390,Kyle Abbott,Usman Khawaja,4,3,0
3391,Kyle Jamieson,Chris Gayle,6,20,0
3392,Kyle Jamieson,Deepak Hooda,2,1,0
3393,Kyle Jamieson,KL Rahul,8,11,0
3394,Kyle Jamieson,Nicholas Pooran,1,0,1
3395,Kyle Jamieson,Prabhsimran Singh,2,0,1
3396,Kyle Jamieson,Prithvi Shaw,2,1,0
3397,Kyle Jamieson,Quinton de Kock,5,4,0
3398,Kyle Jamieson,Rishabh Pant,8,4,0
3399,Kyle Jamieson,Rohit Sharma,8,18,0
3400,Kyle Jamieson,Shikhar Dhawan,3,0,1
3401,Kyle Jamieson,Shimron Hetmyer,8,23,0
3402,Kyle Jamieson,Shubman Gill,13,19,0
3403,Kyle Jamieson,Steven Smith,3,4,0
3404,Kyle Jamieson,Venkatesh Iyer,2,7,0
3405,Kyle Mayers,Anmolpreet Singh,4,3,0
3406,Kyle Mayers,David Warner,6,6,0
3407,Kyle Mayers,Mayank Agarawal,2,2,0
3408,Kyle Mayers,Prithvi Shaw,1,1,0
3409,Kyle Mayers,Shubman Gill,2,2,0
3410,Kyle Mayers,Wriddhiman Saha,5,14,0
3411,Lalit Yadav,Andre Russell,2,0,0
3412,Lalit Yadav,Bhanuka Rajapaksa,3,1,0
3413,Lalit Yadav,Dawid Malan,8,8,0
3414,Lalit Yadav,Deepak Hooda,3,4,0
3415,Lalit Yadav,Eoin Morgan,1,0,1
3416,Lalit Yadav,Evin Lewis,8,4,1
3417,Lalit Yadav,KL Rahul,3,2,0
3418,Lalit Yadav,Mayank Agarawal,10,17,0
3419,Lalit Yadav,Quinton de Kock,10,13,0
3420,Lalit Yadav,Rahul Tripathi,7,7,0
3421,Lalit Yadav,Shikhar Dhawan,4,5,0
3422,Lalit Yadav,Shubman Gill,7,6,0
3423,Lalit Yadav,Sunil Narine,1,0,1
3424,Lasith Malinga,Ajinkya Rahane,5,5,0
3425,Lasith Malinga,Andre Russell,9,25,0
3426,Lasith Malinga,Chris Lynn,5,6,0
3427,Lasith Malinga,Deepak Hooda,1,0,1
3428,Lasith Malinga,Dwayne Smith,10,7,0
3429,Lasith Malinga,Faf du Plessis,1,1,0
3430,Lasith Malinga,Gautam Gambhir,4,3,0
3431,Lasith Malinga,James Faulkner,2,1,0
3432,Lasith Malinga,MS Dhoni,4,9,1
3433,Lasith Malinga,Manish Pandey,4,8,0
3434,Lasith Malinga,Michael Hussey,2,1,0
3435,Lasith Malinga,Pawan Negi,5,4,1
3436,Lasith Malinga,Ravichandran Ashwin,2,2,0
3437,Lasith Malinga,Ravindra Jadeja,2,2,0
3438,Lasith Malinga,Riyan Parag,4,7,0
3439,Lasith Malinga,Robin Uthappa,5,1,0
3440,Lasith Malinga,Sanju Samson,5,6,0
3441,Lasith Malinga,Shubman Gill,10,17,0
3442,Lasith Malinga,Steven Smith,26,50,0
3443,Lasith Malinga,Stuart Binny,1,4,0
3444,Lasith Malinga,Suryakumar Yadav,5,10,0
3445,Lasith Malinga,Yusuf Pathan,7,6,0
3446,Liam Livingstone,Abhishek Sharma,3,8,0
3447,Liam Livingstone,Aiden Markram,5,3,0
3448,Liam Livingstone,Axar Patel,8,8,0
3449,Liam Livingstone,David Miller,6,4,1
3450,Liam Livingstone,David Warner,1,0,1
3451,Liam Livingstone,Faf du Plessis,5,13,0
3452,Liam Livingstone,Jason Roy,4,9,0
3453,Liam Livingstone,Mitchell Marsh,10,8,0
3454,Liam Livingstone,Nicholas Pooran,4,8,0
3455,Liam Livingstone,Nitish Rana,7,17,0
3456,Liam Livingstone,Rahul Tewatia,2,1,0
3457,Liam Livingstone,Rishabh Pant,3,7,1
3458,Liam Livingstone,Rovman Powell,2,1,1
3459,Liam Livingstone,Sai Sudharsan,7,10,0
3460,Liam Livingstone,Sarfaraz Khan,2,3,0
3461,Liam Livingstone,Venkatesh Iyer,1,1,0
3462,Liam Livingstone,Virat Kohli,2,1,0
3463,Lizaad Williams,Phil Salt,10,29,0
3464,Lizaad Williams,Rinku Singh,2,0,1
3465,Lizaad Williams,Shreyas Iyer,1,1,0
3466,Lizaad Williams,Sunil Narine,4,6,0
3467,Lizaad Williams,Venkatesh Iyer,3,3,0
3468,Lockie Ferguson,Aaron Finch,2,1,1
3469,Lockie Ferguson,Abdul Samad,2,2,1
3470,Lockie Ferguson,Abhishek Sharma,6,17,0
3471,Lockie Ferguson,Adam Milne,1,1,0
3472,Lockie Ferguson,Aiden Markram,2,3,0
3473,Lockie Ferguson,Ambati Rayudu,2,2,0
3474,Lockie Ferguson,Andre Russell,13,14,0
3475,Lockie Ferguson,Bhanuka Rajapaksa,5,9,1
3476,Lockie Ferguson,Chris Gayle,8,11,0
3477,Lockie Ferguson,David Miller,8,16,0
3478,Lockie Ferguson,David Warner,7,11,1
3479,Lockie Ferguson,Devdutt Padikkal,8,12,1
3480,Lockie Ferguson,Dhruv Jurel,2,1,0
3481,Lockie Ferguson,Faf du Plessis,25,53,0
3482,Lockie Ferguson,Glenn Maxwell,3,2,0
3483,Lockie Ferguson,Gurkeerat Singh Mann,16,7,1
3484,Lockie Ferguson,Harry Brook,11,32,0
3485,Lockie Ferguson,Harshal Patel,3,4,1
3486,Lockie Ferguson,Ishan Kishan,4,2,1
3487,Lockie Ferguson,James Neesham,1,1,0
3488,Lockie Ferguson,Jonny Bairstow,6,9,0
3489,Lockie Ferguson,Jos Buttler,10,16,1
3490,Lockie Ferguson,KL Rahul,4,0,1
3491,Lockie Ferguson,Kane Williamson,9,13,0
3492,Lockie Ferguson,Kieron Pollard,4,1,1
3493,Lockie Ferguson,Krunal Pandya,3,1,1
3494,Lockie Ferguson,MS Dhoni,1,1,0
3495,Lockie Ferguson,Mandeep Singh,6,15,0
3496,Lockie Ferguson,Manish Pandey,2,2,0
3497,Lockie Ferguson,Mayank Agarawal,4,5,0
3498,Lockie Ferguson,Moeen Ali,14,22,1
3499,Lockie Ferguson,Nicholas Pooran,6,13,0
3500,Lockie Ferguson,Nitish Rana,2,0,1
3501,Lockie Ferguson,Phil Salt,6,28,0
3502,Lockie Ferguson,Prasidh Krishna,3,2,0
3503,Lockie Ferguson,Prithvi Shaw,5,13,0
3504,Lockie Ferguson,Quinton de Kock,7,13,0
3505,Lockie Ferguson,Rahul Tripathi,3,2,0
3506,Lockie Ferguson,Rassie van der Dussen,2,1,0
3507,Lockie Ferguson,Ravichandran Ashwin,5,2,1
3508,Lockie Ferguson,Ravindra Jadeja,6,19,0
3509,Lockie Ferguson,Rinku Singh,9,10,1
3510,Lockie Ferguson,Rishabh Pant,12,15,0
3511,Lockie Ferguson,Riyan Parag,12,20,1
3512,Lockie Ferguson,Robin Uthappa,1,1,0
3513,Lockie Ferguson,Rohit Sharma,3,4,0
3514,Lockie Ferguson,Rovman Powell,6,14,0
3515,Lockie Ferguson,Ruturaj Gaikwad,21,39,0
3516,Lockie Ferguson,Sachin Baby,4,4,0
3517,Lockie Ferguson,Sai Sudharsan,8,7,0
3518,Lockie Ferguson,Sam Curran,4,3,0
3519,Lockie Ferguson,Sanju Samson,14,12,1
3520,Lockie Ferguson,Saurabh Tiwary,2,5,0
3521,Lockie Ferguson,Shane Watson,2,0,0
3522,Lockie Ferguson,Shikhar Dhawan,25,39,0
3523,Lockie Ferguson,Shimron Hetmyer,1,1,0
3524,Lockie Ferguson,Shivam Mavi,1,1,0
3525,Lockie Ferguson,Shreyas Iyer,24,36,0
3526,Lockie Ferguson,Shubman Gill,5,2,0
3527,Lockie Ferguson,Srikar Bharat,5,3,0
3528,Lockie Ferguson,Suresh Raina,3,4,0
3529,Lockie Ferguson,Tom Kohler-Cadmore,1,0,1
3530,Lockie Ferguson,Trent Boult,3,3,0
3531,Lockie Ferguson,Tushar Deshpande,2,1,1
3532,Lockie Ferguson,Umesh Yadav,4,7,0
3533,Lockie Ferguson,Venkatesh Iyer,2,2,0
3534,Lockie Ferguson,Vijay Shankar,15,37,0
3535,Lockie Ferguson,Virat Kohli,6,8,0
3536,Lockie Ferguson,Wriddhiman Saha,4,6,0
3537,Lockie Ferguson,Yashasvi Jaiswal,7,9,0
3538,Lockie Ferguson,Yusuf Pathan,3,2,0
3539,Lockie Ferguson,Yuzvendra Chahal,6,2,0
3540,Luke Wood,Rahul Tewatia,8,19,0
3541,Luke Wood,Shubman Gill,2,5,0
3542,Luke Wood,Wriddhiman Saha,4,2,0
3543,Lungi Ngidi,Chris Gayle,3,2,0
3544,Lungi Ngidi,Chris Jordan,2,2,0
3545,Lungi Ngidi,Chris Lynn,6,12,1
3546,Lungi Ngidi,Deepak Hooda,10,28,0
3547,Lungi Ngidi,Dinesh Karthik,10,21,0
3548,Lungi Ngidi,Eoin Morgan,3,5,1
3549,Lungi Ngidi,Hardik Pandya,1,0,0
3550,Lungi Ngidi,James Neesham,1,0,1
3551,Lungi Ngidi,James Pattinson,6,6,1
3552,Lungi Ngidi,KL Rahul,4,4,1
3553,Lungi Ngidi,Kieron Pollard,3,2,1
3554,Lungi Ngidi,Krunal Pandya,1,0,1
3555,Lungi Ngidi,Mayank Agarawal,2,4,1
3556,Lungi Ngidi,Nicholas Pooran,3,0,0
3557,Lungi Ngidi,Nitish Rana,10,11,1
3558,Lungi Ngidi,Quinton de Kock,7,17,0
3559,Lungi Ngidi,Rahul Chahar,2,1,0
3560,Lungi Ngidi,Rahul Tripathi,2,3,0
3561,Lungi Ngidi,Rinku Singh,1,1,0
3562,Lungi Ngidi,Robin Uthappa,2,5,0
3563,Lungi Ngidi,Rohit Sharma,1,1,0
3564,Lungi Ngidi,Saurabh Tiwary,5,11,0
3565,Lungi Ngidi,Shubman Gill,6,4,0
3566,Lungi Ngidi,Sunil Narine,4,9,0
3567,Maheesh Theekshana,Abhishek Sharma,12,21,0
3568,Maheesh Theekshana,Andre Russell,2,1,0
3569,Maheesh Theekshana,Anrich Nortje,3,0,0
3570,Maheesh Theekshana,Anuj Rawat,3,2,1
3571,Maheesh Theekshana,Daniel Sams,2,5,0
3572,Maheesh Theekshana,David Warner,2,4,1
3573,Maheesh Theekshana,Devdutt Padikkal,4,6,0
3574,Maheesh Theekshana,Dhruv Jurel,1,1,0
3575,Maheesh Theekshana,Dinesh Karthik,5,12,0
3576,Maheesh Theekshana,Faf du Plessis,3,1,1
3577,Maheesh Theekshana,Glenn Maxwell,5,15,0
3578,Maheesh Theekshana,Jason Roy,7,20,1
3579,Maheesh Theekshana,Jos Buttler,12,19,0
3580,Maheesh Theekshana,Kane Williamson,10,8,0
3581,Maheesh Theekshana,Kieron Pollard,4,8,1
3582,Maheesh Theekshana,Kuldeep Yadav,2,2,0
3583,Maheesh Theekshana,Nitish Rana,4,3,0
3584,Maheesh Theekshana,Rahul Tripathi,2,2,0
3585,Maheesh Theekshana,Rinku Singh,5,6,0
3586,Maheesh Theekshana,Rishabh Pant,6,13,0
3587,Maheesh Theekshana,Rovman Powell,4,1,0
3588,Maheesh Theekshana,Shahbaz Ahmed,4,2,1
3589,Maheesh Theekshana,Shardul Thakur,7,10,0
3590,Maheesh Theekshana,Shimron Hetmyer,1,0,1
3591,Maheesh Theekshana,Suryakumar Yadav,9,12,0
3592,Maheesh Theekshana,Suyash Prabhudessai,2,0,1
3593,Maheesh Theekshana,Tilak Varma,9,10,0
3594,Maheesh Theekshana,Umesh Yadav,1,0,1
3595,Maheesh Theekshana,Varun Chakravarthy,3,0,0
3596,Maheesh Theekshana,Venkatesh Iyer,3,2,0
3597,Maheesh Theekshana,Virat Kohli,1,0,0
3598,Maheesh Theekshana,Wanindu Hasaranga,1,1,0
3599,Maheesh Theekshana,Yashasvi Jaiswal,7,4,0
3600,Mahipal Lomror,Akshdeep Nath,4,7,0
3601,Mahipal Lomror,Alex Hales,4,6,0
3602,Mahipal Lomror,Amit Mishra,1,1,0
3603,Mahipal Lomror,Glenn Maxwell,7,5,0
3604,Mahipal Lomror,Jason Roy,6,4,0
3605,Mahipal Lomror,KL Rahul,9,13,0
3606,Mahipal Lomror,Kane Williamson,13,20,0
3607,Mahipal Lomror,Manoj Tiwary,2,2,0
3608,Mahipal Lomror,Mayank Agarawal,3,4,0
3609,Mahipal Lomror,Naveen-ul-Haq,2,1,0
3610,Mahipal Lomror,Prithvi Shaw,2,0,0
3611,Mahipal Lomror,Ravi Bishnoi,3,1,1
3612,Mahipal Lomror,Shikhar Dhawan,4,5,0
3613,Mahipal Lomror,Srikar Bharat,6,8,0
3614,Mahipal Lomror,Wriddhiman Saha,1,0,1
3615,Mandeep Singh,Nitish Rana,3,13,0
3616,Mandeep Singh,Robin Uthappa,3,5,0
3617,Manimaran Siddharth,Darshan Nalkande,4,8,0
3618,Manimaran Siddharth,Jonny Bairstow,1,1,0
3619,Manimaran Siddharth,Sai Sudharsan,9,13,0
3620,Manimaran Siddharth,Shikhar Dhawan,11,20,0
3621,Manimaran Siddharth,Shubman Gill,13,7,0
3622,Manimaran Siddharth,Vijay Shankar,2,1,0
3623,Marco Jansen,Abhinav Manohar,7,8,0
3624,Marco Jansen,Ambati Rayudu,5,9,0
3625,Marco Jansen,Andre Russell,2,2,0
3626,Marco Jansen,David Miller,2,1,1
3627,Marco Jansen,Dwayne Bravo,1,1,0
3628,Marco Jansen,Hardik Pandya,9,11,0
3629,Marco Jansen,Jonny Bairstow,7,11,0
3630,Marco Jansen,Jos Buttler,13,28,0
3631,Marco Jansen,Liam Livingstone,9,21,0
3632,Marco Jansen,M Shahrukh Khan,3,1,0
3633,Marco Jansen,MS Dhoni,1,0,1
3634,Marco Jansen,Matthew Wade,3,2,0
3635,Marco Jansen,Moeen Ali,7,5,0
3636,Marco Jansen,Narayan Jagadeesan,3,2,0
3637,Marco Jansen,Nitish Rana,12,13,0
3638,Marco Jansen,Prabhsimran Singh,4,1,0
3639,Marco Jansen,Ravindra Jadeja,4,7,0
3640,Marco Jansen,Rinku Singh,4,13,0
3641,Marco Jansen,Robin Uthappa,2,3,0
3642,Marco Jansen,Ruturaj Gaikwad,4,5,0
3643,Marco Jansen,Sai Sudharsan,22,31,1
3644,Marco Jansen,Sanju Samson,4,4,0
3645,Marco Jansen,Shikhar Dhawan,2,1,0
3646,Marco Jansen,Shubman Gill,13,12,0
3647,Marco Jansen,Sunil Narine,1,0,1
3648,Marco Jansen,Venkatesh Iyer,7,6,1
3649,Marco Jansen,Yashasvi Jaiswal,8,16,1
3650,Marcus Stoinis,AB de Villiers,7,23,0
3651,Marcus Stoinis,Abdul Samad,4,5,0
3652,Marcus Stoinis,Ajinkya Rahane,1,1,0
3653,Marcus Stoinis,Andre Russell,9,20,0
3654,Marcus Stoinis,Angkrish Raghuvanshi,1,1,0
3655,Marcus Stoinis,David Miller,2,1,1
3656,Marcus Stoinis,David Warner,5,3,0
3657,Marcus Stoinis,Dinesh Karthik,3,2,0
3658,Marcus Stoinis,Eoin Morgan,2,1,1
3659,Marcus Stoinis,Faf du Plessis,6,14,0
3660,Marcus Stoinis,Gautam Gambhir,14,19,0
3661,Marcus Stoinis,Glenn Maxwell,2,3,0
3662,Marcus Stoinis,Hardik Pandya,16,26,2
3663,Marcus Stoinis,Ishan Kishan,23,34,0
3664,Marcus Stoinis,Jake Fraser-McGurk,2,1,0
3665,Marcus Stoinis,Jonny Bairstow,9,10,0
3666,Marcus Stoinis,Jos Buttler,17,24,1
3667,Marcus Stoinis,Kane Williamson,19,30,1
3668,Marcus Stoinis,Kieron Pollard,10,9,1
3669,Marcus Stoinis,Krishnappa Gowtham,2,0,1
3670,Marcus Stoinis,Krunal Pandya,9,16,2
3671,Marcus Stoinis,Manish Pandey,16,25,1
3672,Marcus Stoinis,Mayank Agarawal,3,3,0
3673,Marcus Stoinis,Moeen Ali,4,2,0
3674,Marcus Stoinis,Nicholas Pooran,5,11,0
3675,Marcus Stoinis,Nitish Rana,32,42,2
3676,Marcus Stoinis,Phil Salt,4,9,0
3677,Marcus Stoinis,Prabhsimran Singh,3,3,0
3678,Marcus Stoinis,Priyam Garg,2,1,1
3679,Marcus Stoinis,Quinton de Kock,3,2,1
3680,Marcus Stoinis,Rahul Tewatia,2,2,0
3681,Marcus Stoinis,Rahul Tripathi,6,10,1
3682,Marcus Stoinis,Ravindra Jadeja,3,4,0
3683,Marcus Stoinis,Rinku Singh,5,18,1
3684,Marcus Stoinis,Rishabh Pant,4,9,0
3685,Marcus Stoinis,Riyan Parag,4,2,0
3686,Marcus Stoinis,Robin Uthappa,18,18,1
3687,Marcus Stoinis,Rohit Sharma,10,6,0
3688,Marcus Stoinis,Sam Billings,1,1,0
3689,Marcus Stoinis,Sameer Rizvi,4,1,0
3690,Marcus Stoinis,Sanju Samson,2,2,0
3691,Marcus Stoinis,Shahbaz Ahmed,5,9,0
3692,Marcus Stoinis,Shivam Dube,1,0,1
3693,Marcus Stoinis,Shreyas Iyer,3,3,1
3694,Marcus Stoinis,Shubman Gill,4,10,0
3695,Marcus Stoinis,Steven Smith,8,12,0
3696,Marcus Stoinis,Sunil Narine,14,32,0
3697,Marcus Stoinis,Suryakumar Yadav,9,22,1
3698,Marcus Stoinis,Tilak Varma,6,6,0
3699,Marcus Stoinis,Tim Southee,1,1,0
3700,Marcus Stoinis,Umesh Yadav,1,0,1
3701,Marcus Stoinis,Vijay Shankar,4,2,0
3702,Marcus Stoinis,Virat Kohli,2,2,0
3703,Marcus Stoinis,Wriddhiman Saha,5,9,0
3704,Marcus Stoinis,Yashasvi Jaiswal,1,0,1
3705,Mark Wood,Axar Patel,1,0,1
3706,Mark Wood,Chetan Sakariya,4,4,1
3707,Mark Wood,David Warner,7,7,0
3708,Mark Wood,Harpreet Brar,3,5,1
3709,Mark Wood,Harpreet Singh,3,2,0
3710,Mark Wood,Jitesh Sharma,3,1,1
3711,Mark Wood,Kagiso Rabada,1,0,0
3712,Mark Wood,M Shahrukh Khan,4,14,0
3713,Mark Wood,Matthew Short,5,5,0
3714,Mark Wood,Mitchell Marsh,1,0,1
3715,Mark Wood,Mukesh Kumar,1,0,0
3716,Mark Wood,Prithvi Shaw,4,1,1
3717,Mark Wood,Rovman Powell,2,1,0
3718,Mark Wood,Sarfaraz Khan,6,1,1
3719,Mark Wood,Sikandar Raza,7,9,0
3720,Matheesha Pathirana,Abishek Porel,1,1,0
3721,Matheesha Pathirana,Andre Russell,2,0,1
3722,Matheesha Pathirana,Axar Patel,3,3,0
3723,Matheesha Pathirana,David Warner,3,2,0
3724,Matheesha Pathirana,David Wiese,1,1,0
3725,Matheesha Pathirana,Devdutt Padikkal,7,17,1
3726,Matheesha Pathirana,Dhruv Jurel,8,20,0
3727,Matheesha Pathirana,Jason Roy,9,9,0
3728,Matheesha Pathirana,KL Rahul,12,14,1
3729,Matheesha Pathirana,Marcus Stoinis,3,3,0
3730,Matheesha Pathirana,Mitchell Marsh,3,4,1
3731,Matheesha Pathirana,Nicholas Pooran,5,9,0
3732,Matheesha Pathirana,Prithvi Shaw,5,3,0
3733,Matheesha Pathirana,Quinton de Kock,6,5,0
3734,Matheesha Pathirana,Ravichandran Ashwin,1,1,0
3735,Matheesha Pathirana,Rinku Singh,15,17,0
3736,Matheesha Pathirana,Rishabh Pant,9,19,1
3737,Matheesha Pathirana,Sanju Samson,4,5,0
3738,Matheesha Pathirana,Shimron Hetmyer,3,1,0
3739,Matheesha Pathirana,Tristan Stubbs,2,0,1
3740,Matheesha Pathirana,Yashasvi Jaiswal,3,4,0
3741,Matt Henry,Ajinkya Rahane,9,12,0
3742,Matt Henry,Jos Buttler,8,20,0
3743,Matt Henry,Ravindra Jadeja,4,7,0
3744,Matt Henry,Ruturaj Gaikwad,5,7,0
3745,Matt Henry,Yashasvi Jaiswal,10,14,0
3746,Matthew Short,Kyle Mayers,6,7,0
3747,Matthew Short,Rahul Chahar,6,3,0
3748,Mayank Markande,Andre Russell,5,2,1
3749,Mayank Markande,Ben Stokes,6,10,0
3750,Mayank Markande,Dinesh Karthik,3,5,0
3751,Mayank Markande,Jos Buttler,13,19,0
3752,Mayank Markande,Kuldeep Yadav,4,4,0
3753,Mayank Markande,Moeen Ali,7,15,0
3754,Mayank Markande,Narayan Jagadeesan,7,11,1
3755,Mayank Markande,Nitish Rana,15,22,0
3756,Mayank Markande,Prasidh Krishna,5,1,0
3757,Mayank Markande,Rinku Singh,3,3,0
3758,Mayank Markande,Riyan Parag,2,4,0
3759,Mayank Markande,Robin Uthappa,3,1,1
3760,Mayank Markande,Ruturaj Gaikwad,8,9,0
3761,Mayank Markande,Sai Sudharsan,7,9,0
3762,Mayank Markande,Sanju Samson,19,44,0
3763,Mayank Markande,Shubman Gill,10,17,0
3764,Mayank Markande,Steven Smith,8,13,0
3765,Mayank Markande,Suresh Raina,3,2,0
3766,Mayank Markande,Tom Curran,2,5,0
3767,Mayank Yadav,Ishan Kishan,7,8,0
3768,Mayank Yadav,Jitesh Sharma,5,1,1
3769,Mayank Yadav,Jonny Bairstow,6,5,1
3770,Mayank Yadav,Liam Livingstone,2,1,0
3771,Mayank Yadav,Mohammad Nabi,1,0,1
3772,Mayank Yadav,Nehal Wadhera,14,24,0
3773,Mayank Yadav,Prabhsimran Singh,3,7,1
3774,Mayank Yadav,Sai Sudharsan,5,9,0
3775,Mayank Yadav,Shikhar Dhawan,8,14,0
3776,Mayank Yadav,Shubman Gill,1,4,0
3777,Michael Bracewell,Adam Zampa,3,1,0
3778,Michael Bracewell,Devdutt Padikkal,1,0,1
3779,Michael Bracewell,Dhruv Jurel,4,1,1
3780,Michael Bracewell,Joe Root,1,1,0
3781,Michael Bracewell,Nitish Rana,1,0,1
3782,Michael Bracewell,Rahmanullah Gurbaz,6,15,0
3783,Michael Bracewell,Rinku Singh,7,5,0
3784,Michael Bracewell,Shardul Thakur,4,14,0
3785,Michael Bracewell,Shimron Hetmyer,9,13,0
3786,Mitchell Johnson,AB de Villiers,6,10,0
3787,Mitchell Johnson,Ajinkya Rahane,13,23,1
3788,Mitchell Johnson,Ambati Rayudu,5,6,0
3789,Mitchell Johnson,Brendon McCullum,5,9,0
3790,Mitchell Johnson,Chris Lynn,5,10,0
3791,Mitchell Johnson,Chris Woakes,4,5,0
3792,Mitchell Johnson,Colin de Grandhomme,1,1,0
3793,Mitchell Johnson,Deepak Hooda,1,1,0
3794,Mitchell Johnson,Faf du Plessis,5,13,0
3795,Mitchell Johnson,Gautam Gambhir,8,15,1
3796,Mitchell Johnson,James Faulkner,3,2,1
3797,Mitchell Johnson,Kane Williamson,1,0,1
3798,Mitchell Johnson,Karun Nair,4,5,0
3799,Mitchell Johnson,Kuldeep Yadav,4,2,0
3800,Mitchell Johnson,MS Dhoni,7,16,0
3801,Mitchell Johnson,Mandeep Singh,3,3,0
3802,Mitchell Johnson,Manish Pandey,7,3,0
3803,Mitchell Johnson,Sarfaraz Khan,5,3,1
3804,Mitchell Johnson,Shane Watson,15,19,1
3805,Mitchell Johnson,Steven Smith,2,5,0
3806,Mitchell Johnson,Virat Kohli,1,0,0
3807,Mitchell Johnson,Wriddhiman Saha,15,22,0
3808,Mitchell Johnson,Yusuf Pathan,5,7,0
3809,Mitchell Marsh,Aaron Finch,2,1,0
3810,Mitchell Marsh,Ajinkya Rahane,4,11,0
3811,Mitchell Marsh,Ambati Rayudu,1,1,0
3812,Mitchell Marsh,Andre Russell,7,18,0
3813,Mitchell Marsh,Angkrish Raghuvanshi,4,4,0
3814,Mitchell Marsh,Devdutt Padikkal,10,22,0
3815,Mitchell Marsh,Devon Conway,6,12,0
3816,Mitchell Marsh,MS Dhoni,5,12,0
3817,Mitchell Marsh,Ravichandran Ashwin,5,4,1
3818,Mitchell Marsh,Sanju Samson,1,1,0
3819,Mitchell Marsh,Shivam Dube,12,12,1
3820,Mitchell Marsh,Shreyas Iyer,3,7,0
3821,Mitchell Marsh,Sunil Narine,8,8,1
3822,Mitchell Marsh,Yashasvi Jaiswal,4,3,1
3823,Mitchell McClenaghan,Ajinkya Rahane,6,3,1
3824,Mitchell McClenaghan,Amit Mishra,1,0,0
3825,Mitchell McClenaghan,Andre Russell,1,0,1
3826,Mitchell McClenaghan,Ben Stokes,5,14,0
3827,Mitchell McClenaghan,Chris Lynn,10,19,0
3828,Mitchell McClenaghan,Chris Morris,5,9,0
3829,Mitchell McClenaghan,David Warner,7,11,0
3830,Mitchell McClenaghan,Dwayne Bravo,3,6,1
3831,Mitchell McClenaghan,Dwayne Smith,7,8,0
3832,Mitchell McClenaghan,Gautam Gambhir,13,16,0
3833,Mitchell McClenaghan,Glenn Maxwell,2,1,1
3834,Mitchell McClenaghan,Gurkeerat Singh Mann,1,1,0
3835,Mitchell McClenaghan,Imran Tahir,6,4,1
3836,Mitchell McClenaghan,Jean-Paul Duminy,2,5,0
3837,Mitchell McClenaghan,Karun Nair,1,1,0
3838,Mitchell McClenaghan,Kuldeep Yadav,5,0,0
3839,Mitchell McClenaghan,MS Dhoni,3,4,0
3840,Mitchell McClenaghan,Manish Pandey,7,7,0
3841,Mitchell McClenaghan,Michael Hussey,3,0,1
3842,Mitchell McClenaghan,Mohit Sharma,2,1,0
3843,Mitchell McClenaghan,Moises Henriques,2,1,0
3844,Mitchell McClenaghan,Murali Vijay,14,18,0
3845,Mitchell McClenaghan,Quinton de Kock,5,7,0
3846,Mitchell McClenaghan,Rahul Tripathi,5,8,0
3847,Mitchell McClenaghan,Ravichandran Ashwin,2,0,1
3848,Mitchell McClenaghan,Ravindra Jadeja,2,2,0
3849,Mitchell McClenaghan,Rishabh Pant,4,1,0
3850,Mitchell McClenaghan,Robin Uthappa,3,1,1
3851,Mitchell McClenaghan,Sanju Samson,3,7,0
3852,Mitchell McClenaghan,Shikhar Dhawan,9,14,0
3853,Mitchell McClenaghan,Sunil Narine,2,4,1
3854,Mitchell McClenaghan,Suresh Raina,2,4,0
3855,Mitchell McClenaghan,Tom Curran,1,1,0
3856,Mitchell McClenaghan,Wriddhiman Saha,3,4,1
3857,Mitchell McClenaghan,Yusuf Pathan,1,1,0
3858,Mitchell McClenaghan,Yuvraj Singh,7,13,1
3859,Mitchell Santner,AB de Villiers,9,9,0
3860,Mitchell Santner,Ajinkya Rahane,7,14,0
3861,Mitchell Santner,Ben Stokes,4,2,0
3862,Mitchell Santner,Chris Lynn,8,11,0
3863,Mitchell Santner,Devdutt Padikkal,4,5,1
3864,Mitchell Santner,Dewald Brevis,3,3,0
3865,Mitchell Santner,Dinesh Karthik,8,11,0
3866,Mitchell Santner,Hardik Pandya,4,3,0
3867,Mitchell Santner,Hrithik Shokeen,8,6,0
3868,Mitchell Santner,Nitish Rana,13,27,0
3869,Mitchell Santner,Rahul Tewatia,3,1,0
3870,Mitchell Santner,Rahul Tripathi,7,4,0
3871,Mitchell Santner,Rinku Singh,3,3,0
3872,Mitchell Santner,Riyan Parag,2,2,0
3873,Mitchell Santner,Sai Sudharsan,7,10,0
3874,Mitchell Santner,Sanju Samson,2,0,1
3875,Mitchell Santner,Shubman Gill,11,16,0
3876,Mitchell Santner,Steven Smith,3,3,0
3877,Mitchell Santner,Sunil Narine,8,4,2
3878,Mitchell Santner,Suryakumar Yadav,5,5,1
3879,Mitchell Santner,Tilak Varma,2,2,0
